Date,Close,High,Low,Open,Volume,Open2Close,Average,Return,Moving_average,Volatility
1980-12-12,0.0988344475626945,0.0992641387047857,0.0988344475626945,0.0988344475626945,469033600.0,1.0,0.0989418703482173,,,
1980-12-15,0.093678206205368,0.0941078974033573,0.093678206205368,0.0941078974033573,175884800.0,1.0045868854175886,0.0938930518043626,-0.0510281292044085,,
1980-12-16,0.086802452802658,0.0872321384052338,0.086802452802658,0.0872321384052338,105728000.0,1.0049501550785969,0.0870172956039459,-0.0732296593654573,,
1980-12-17,0.0889508426189422,0.0893805337188998,0.0889508426189422,0.0889508426189422,86441600.0,1.0,0.0890582653939316,0.0234547600660339,,
1980-12-18,0.0915297642350196,0.0919594496806976,0.0915297642350196,0.0915297642350196,73449600.0,1.0,0.0916371855964391,0.0289576738453212,0.0921095337493793,0.0046186037050341
1980-12-19,0.0971157252788543,0.0975454165572647,0.0971157252788543,0.0971157252788543,48630400.0,1.0,0.0972231480984569,0.0609573773535319,0.0917657892994272,0.0040063520755647
1980-12-22,0.101842314004898,0.1022727741171429,0.101842314004898,0.101842314004898,37363200.0,1.0,0.1019499290329592,0.0486178551811093,0.0933771647451466,0.0061321331937873
1980-12-23,0.106139950454235,0.106569641720097,0.106139950454235,0.106139950454235,46950400.0,1.0,0.1062473732707005,0.0421524985696848,0.0972231802784975,0.0071001300095413
1980-12-24,0.1117259040474891,0.1121555953193546,0.1117259040474891,0.1117259040474891,48003200.0,1.0,0.1118333268654555,0.052574980658796,0.1017781925728023,0.0078214008947153
1980-12-26,0.1220392137765884,0.1224689051162338,0.1220392137765884,0.1220392137765884,55574400.0,1.0000000000000002,0.1221466366114998,0.0922203607378326,0.1078800827758144,0.0096250378913311
1980-12-29,0.1237579435110092,0.1241876347668068,0.1237579435110092,0.1237579435110092,93161600.0,1.0,0.1238653663249586,0.0140710359379392,0.1132085264211147,0.0096250050995
1980-12-30,0.1207501664757728,0.1211798463950077,0.1207501664757728,0.1211798463950077,68880000.0,1.0035584209262445,0.1209650064353903,-0.0234154225319067,0.1170115419016009,0.0076101121213947
1980-12-31,0.1173126474022865,0.1177423387563554,0.1173126474022865,0.1177423387563554,35750400.0,1.0036627879737074,0.1175274930793209,-0.0284174196932346,0.119267565863325,0.0047593561729702
1981-01-02,0.1186016947031021,0.1194610773004728,0.1186016947031021,0.1186016947031021,21660800.0,1.0,0.1188165403524448,0.0109680487462948,0.1206642085607228,0.0025391113178534
1981-01-05,0.1160235553979873,0.1164532351684611,0.1160235553979873,0.1164532351684611,35728000.0,1.0037033839292364,0.1162383952832242,-0.0216985367657821,0.1194825602950677,0.0030082017992785
1981-01-06,0.1108664870262146,0.1112961781644536,0.1108664870262146,0.1112961781644536,45158400.0,1.0038757531672975,0.1110813325953341,-0.0443662584580982,0.1169257535491428,0.0037041344045478
1981-01-07,0.106139950454235,0.106569641720097,0.106139950454235,0.106569641720097,55686400.0,1.004048346207277,0.106354796087166,-0.0425502323183922,0.114003711479498,0.0051870120312135
1981-01-08,0.1039915159344673,0.1044211957209686,0.1039915159344673,0.1044211957209686,39827200.0,1.004131873476795,0.1042063558277179,-0.0202006899405576,0.1113394840291774,0.0062390098717028
1981-01-09,0.1095774173736572,0.1100071084816529,0.1095774173736572,0.1095774173736572,21504000.0,1.0,0.1096848401506561,0.0525734181895356,0.1095131439888197,0.004632894940131
1981-01-12,0.108718104660511,0.1095774758605439,0.108718104660511,0.1095774758605439,23699200.0,1.0079045822470554,0.1091477902605275,-0.0048963000665449,0.1080950229842803,0.0027705597160807
1981-01-13,0.1048508733510971,0.105280564556388,0.1048508733510971,0.105280564556388,23049600.0,1.004098117560281,0.1050657189537425,-0.0373994864856296,0.106891900255962,0.002435421979907
1981-01-14,0.1052805557847023,0.1057102469541925,0.1052805557847023,0.1052805557847023,14291200.0,1.0,0.1053879785770748,0.0030672195130951,0.1066985367539438,0.0025254441782279
1981-01-15,0.1074289381504058,0.1082883085187162,0.1074289381504058,0.1074289381504058,14067200.0,1.0,0.1076437807424834,0.0214047389072826,0.1073860217368969,0.0021113275213286
1981-01-16,0.1065696403384208,0.1069993315987118,0.1065696403384208,0.1069993315987118,13395200.0,1.0040320231815223,0.1067844859685663,-0.0079827628497439,0.1068059509004789,0.0016752375886802
1981-01-19,0.1130149737000465,0.1134446649997113,0.1130149737000465,0.1130149737000465,41574400.0,1.0000000000000002,0.1131223965249627,0.059352353470728,0.107600872153366,0.0032588133830214
1981-01-20,0.1095774173736572,0.1100071084816529,0.1095774173736572,0.1100071084816529,30083200.0,1.0039213472839066,0.109792262927655,-0.0294383225568669,0.1085461809481485,0.0030160656016593
1981-01-21,0.1117259040474891,0.1125852751165686,0.1117259040474891,0.1117259040474891,15904000.0,1.0,0.111940746814759,0.0195686274224957,0.1098567345956853,0.0027086753102204
1981-01-22,0.1130149737000465,0.113874356299376,0.1130149737000465,0.1130149737000465,35548800.0,1.0000000000000002,0.1132298193498789,0.0115156685282173,0.1109739423171644,0.0027197177373167
1981-01-23,0.1125852987170219,0.1134446814408991,0.1125852987170219,0.1130149900789605,11222400.0,1.0038165849967553,0.1129075672384758,-0.0028460004021315,0.1121985585711463,0.0014384361538338
1981-01-26,0.1108664870262146,0.1112961781644536,0.1108664870262146,0.1112961781644536,24640000.0,1.0038757531672975,0.1110813325953341,-0.016174599168225,0.1117903457852206,0.0013998145589485
1981-01-27,0.1100071743130683,0.1108665455686848,0.1100071743130684,0.1108665455686848,23699200.0,1.0078119564563195,0.1104368599408766,-0.005801808813415,0.1119192651878649,0.0011826253592144
1981-01-28,0.1065696403384208,0.1069993315987118,0.1065696403384208,0.1069993315987118,28156800.0,1.0040320231815223,0.1067844859685663,-0.0330720556005085,0.1108880130186263,0.0025808187629548
1981-01-29,0.1027024462819099,0.1031321375603454,0.1027024462819099,0.1031321375603454,43904000.0,1.0041838465780657,0.1029172919211277,-0.0362149427640362,0.1088255075328761,0.0039818712773062
1981-01-30,0.0971157252788543,0.097975107835675,0.0971157252788543,0.097975107835675,46188800.0,1.0088490566728827,0.0975454165572647,-0.0521960427017436,0.1057530773966339,0.0056302598018139
1981-02-02,0.0915297642350196,0.0919594496806976,0.0915297642350196,0.0919594496806976,23766400.0,1.0046944887192613,0.0917446069578586,-0.0594677823329674,0.1018857322691388,0.0074139134510637
1981-02-03,0.0949672609567642,0.0953969463581332,0.0949672609567642,0.0949672609567642,19152000.0,1.0,0.0950746823071064,0.036297232716659,0.0988132967423847,0.006040152469849
1981-02-04,0.0984047800302505,0.0988344597506806,0.0984047800302505,0.0984047800302505,27865600.0,1.0,0.098512199960358,0.0361559730712313,0.0971588395407431,0.0041472408257879
1981-02-05,0.0984047800302505,0.0992641509457601,0.0984047800302505,0.0984047800302505,7929600.0,1.0,0.0986196227591279,0.0010904517289542,0.0962993057083431,0.0029188417059291
1981-02-06,0.0988344475626945,0.0992641387047857,0.0988344475626945,0.0988344475626945,13865600.0,1.0,0.0989418703482173,0.0032675808330404,0.0965785964665337,0.0031272546509337
1981-02-09,0.093678206205368,0.0945375828640218,0.093678206205368,0.0945375828640218,16755200.0,1.0091737095901452,0.0941078945346949,-0.0488567256360695,0.0970512539819009,0.0022769922287412
1981-02-10,0.093678206205368,0.0941078974033573,0.093678206205368,0.093678206205368,18345600.0,1.0,0.0937856290048653,-0.0034244260954192,0.0967934433214527,0.0026059505780437
1981-02-11,0.0906703919172287,0.0911000773833358,0.0906703919172287,0.0911000773833358,13843200.0,1.0047389832228744,0.0908852346502823,-0.0309257866621824,0.0952680502594375,0.0034453809299887
1981-02-12,0.0898102298378944,0.0902406897907449,0.0898102298378944,0.0902406897907449,14560000.0,1.0047929946691765,0.0900254598143197,-0.0094600056793704,0.0935492176704759,0.0034986564571667
1981-02-13,0.0876618102192878,0.0885211869703478,0.0876618102192878,0.0885211869703478,11155200.0,1.0098033196999951,0.0880914985948178,-0.0214823809119188,0.091379143319796,0.0025554974657468
1981-02-17,0.0898102298378944,0.0902406897907449,0.0898102298378944,0.0898102298378944,12275200.0,1.0,0.089917844826107,0.0207323778164973,0.0905411333780784,0.0020796800218129
1981-02-18,0.093678206205368,0.0945375828640218,0.093678206205368,0.093678206205368,19241600.0,1.0,0.0938930503700314,0.0442093063019037,0.0905626176511116,0.0021217070810598
1981-02-19,0.088091492652893,0.088521183882095,0.088091492652893,0.088521183882095,22310400.0,1.0048777834982892,0.088306338267494,-0.0595008052302089,0.090046838374554,0.0023271837792399
1981-02-20,0.0833649486303329,0.0837946399887785,0.0833649486303329,0.0837946399887785,24371200.0,1.0051543408291528,0.0835797943095557,-0.0535244021060057,0.0887577052736012,0.0037140280863693
1981-02-23,0.0846539959311485,0.0850836872119342,0.0846539959311485,0.0846539959311485,14112000.0,1.0,0.0847614187513449,0.0141376806625392,0.0880916893049066,0.0041377713440236
1981-02-24,0.0816461667418479,0.0825055434274383,0.0816461667418479,0.0825055434274383,16979200.0,1.0105256219597865,0.0820758550846431,-0.0316837979621377,0.0865232913566138,0.0047180680245925
1981-02-25,0.086802452802658,0.0872321384052338,0.086802452802658,0.086802452802658,19488000.0,1.0,0.086909874203302,0.058896969317878,0.0851266561232679,0.0025061829564656
1981-02-26,0.088091492652893,0.088521183882095,0.088091492652893,0.088091492652893,10841600.0,1.0,0.0881989154601935,0.0148319309941258,0.0851051715618078,0.0024723421591795
1981-02-27,0.0911001041531562,0.0919594810752238,0.0911001041531562,0.0911001041531562,14761600.0,1.0,0.0913149483836731,0.035329605893918,0.0866522023766313,0.0034899116648508
1981-03-02,0.0915297642350196,0.0919594496806976,0.0915297642350196,0.0915297642350196,11760000.0,1.0,0.0916371855964391,0.003528855006434,0.0880273557456502,0.0038902986632243
1981-03-03,0.0902407392859458,0.0906704306730434,0.0902407392859458,0.0906704306730434,16172800.0,1.0047616120002745,0.0904555849794946,-0.0128943355173317,0.0897033017246205,0.0020597121903519
1981-03-04,0.089380569756031,0.089810255291909,0.089380569756031,0.089810255291909,13708800.0,1.004807370741212,0.08959541252397,-0.0095093349484129,0.0902404093887541,0.0013906506369987
1981-03-05,0.0889508426189422,0.0893805337188998,0.0889508426189422,0.0893805337188998,5376000.0,1.0048306580050996,0.089165688168921,-0.0047962763153083,0.0904337639304996,0.0010648984837393
1981-03-06,0.088091492652893,0.0889508693739718,0.088091492652893,0.0889508693739718,11603200.0,1.0097555018674158,0.0885211810134324,-0.0072281969524824,0.0898750104564514,0.001210009842214
1981-03-09,0.0812164992094039,0.0816461847784593,0.0812164992094039,0.0816461847784593,15321600.0,1.005290619187457,0.0814313419939316,-0.0800920066625063,0.0878338417359499,0.0036474279439836
1981-03-10,0.0773485377430915,0.0777782233462753,0.0773485377430915,0.0777782233462753,28380800.0,1.00555518715313,0.0775633805446834,-0.0474996648039577,0.0852554008489877,0.0054447674613948
