Date,Close,High,Low,Open,Volume
1980-12-12,0.09883446991443634,0.09926416115370361,0.09883446991443634,0.09883446991443634,469033600
1980-12-15,0.09367819130420685,0.09410788243384619,0.09367819130420685,0.09410788243384619,175884800
1980-12-16,0.0868024080991745,0.08723209348046106,0.0868024080991745,0.08723209348046106,105728000
1980-12-17,0.08895085006952286,0.08938054120547162,0.08895085006952286,0.08895085006952286,86441600
1980-12-18,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088,73449600
1980-12-19,0.09711573272943497,0.09754542404081062,0.09711573272943497,0.09711573272943497,48630400
1980-12-22,0.10184229165315628,0.10227275167092632,0.10184229165315628,0.10184229165315628,37363200
1980-12-23,0.10613992065191269,0.10656961179712451,0.10613992065191269,0.10613992065191269,46950400
1980-12-24,0.11172585934400558,0.11215555044394408,0.11172585934400558,0.11172585934400558,48003200
1980-12-26,0.12203917652368546,0.12246886773216609,0.12203917652368546,0.12203917652368546,55574400
1980-12-29,0.12375788390636444,0.12418757495521296,0.12375788390636444,0.12375788390636444,93161600
1980-12-30,0.1207500770688057,0.12117975666989295,0.12075007706880571,0.12117975666989295,68880000
1980-12-31,0.11731259524822235,0.11774228641126197,0.11731259524822235,0.11774228641126197,35750400
1981-01-02,0.11860170215368271,0.11946108480504004,0.1186017021536827,0.1186017021536827,21660800
1981-01-05,0.11602351814508438,0.11645319777759636,0.11602351814508438,0.11645319777759636,35728000
1981-01-06,0.11086653172969818,0.11129622304119687,0.11086653172969818,0.11129622304119687,45158400
1981-01-07,0.10613992065191269,0.10656961179712451,0.10613992065191269,0.10656961179712451,55686400
1981-01-08,0.10399153083562851,0.10442121068369956,0.10399153083562851,0.10442121068369956,39827200
1981-01-09,0.109577476978302,0.1100071683200282,0.109577476978302,0.109577476978302,21504000
1981-01-12,0.10871808230876923,0.10957745333212102,0.10871808230876923,0.10957745333212102,23699200
1981-01-13,0.10485092550516129,0.10528061692418571,0.10485092550516129,0.10528061692418571,23049600
1981-01-14,0.10528057813644409,0.10571026939716056,0.1052805781364441,0.1052805781364441,14291200
1981-01-15,0.10742900520563126,0.10828837611034522,0.10742900520563127,0.10742900520563127,14067200
1981-01-16,0.10656965523958206,0.10699934655995488,0.10656965523958206,0.10699934655995488,13395200
1981-01-19,0.11301487684249878,0.11344456777390396,0.11301487684249877,0.11301487684249877,41574400
1981-01-20,0.109577476978302,0.1100071683200282,0.109577476978302,0.1100071683200282,30083200
1981-01-21,0.11172585934400558,0.11258523006923575,0.11172585934400558,0.11172585934400558,15904000
1981-01-22,0.11301487684249878,0.11387425870530916,0.11301487684249877,0.11301487684249877,35548800
1981-01-23,0.11258524656295776,0.11344462888873415,0.11258524656295776,0.11301493772584595,11222400
1981-01-26,0.11086653172969818,0.11129622304119687,0.11086653172969818,0.11129622304119687,24640000
1981-01-27,0.11000718921422958,0.11086656058625328,0.1100071892142296,0.11086656058625328,23699200
1981-01-28,0.10656965523958206,0.10699934655995488,0.10656965523958206,0.10699934655995488,28156800
1981-01-29,0.10270243138074875,0.1031321225968401,0.10270243138074875,0.1031321225968401,43904000
1981-01-30,0.09711573272943497,0.09797511535218628,0.09711573272943497,0.09797511535218628,46188800
1981-02-02,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09195946465181216,23766400
1981-02-03,0.09496727585792542,0.09539696132671567,0.09496727585792542,0.09496727585792542,19152000
1981-02-04,0.09840479493141174,0.09883447471690705,0.09840479493141174,0.09840479493141174,27865600
1981-02-05,0.09840479493141174,0.09926416597705347,0.09840479493141174,0.09840479493141174,7929600
1981-02-06,0.09883446991443634,0.09926416115370361,0.09883446991443634,0.09883446991443634,13865600
1981-02-09,0.09367819130420685,0.09453756782616171,0.09367819130420685,0.09453756782616171,16755200
1981-02-10,0.09367819130420685,0.09410788243384619,0.09367819130420685,0.09367819130420685,18345600
1981-02-11,0.09067041426897049,0.0911000998410022,0.09067041426897049,0.0911000998410022,13843200
1981-02-12,0.08981025218963623,0.09024071224961855,0.08981025218963623,0.09024071224961855,14560000
1981-02-13,0.08766180276870728,0.08852117944672681,0.08766180276870728,0.08852117944672681,11155200
1981-02-17,0.08981025218963623,0.09024071224961855,0.08981025218963623,0.08981025218963623,12275200
1981-02-18,0.09367819130420685,0.09453756782616171,0.09367819130420685,0.09367819130420685,19241600
1981-02-19,0.08809149265289307,0.08852118388209501,0.08809149265289307,0.08852118388209501,22310400
1981-02-20,0.08336491882801056,0.08379461003284477,0.08336491882801056,0.08379461003284477,24371200
1981-02-23,0.08465397357940674,0.08508366474673824,0.08465397357940674,0.08465397357940674,14112000
1981-02-24,0.08164619654417038,0.08250557354344874,0.08164619654417038,0.08250557354344874,16979200
1981-02-25,0.0868024080991745,0.08723209348046106,0.0868024080991745,0.0868024080991745,19488000
1981-02-26,0.08809149265289307,0.08852118388209501,0.08809149265289307,0.08809149265289307,10841600
1981-02-27,0.09110009670257568,0.09195947355435953,0.09110009670257568,0.09110009670257568,14761600
1981-03-02,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088,11760000
1981-03-03,0.09024070203304291,0.09067039324275664,0.09024070203304291,0.09067039324275664,16172800
1981-03-04,0.08938056230545044,0.08981024780551072,0.08938056230545044,0.08981024780551072,13708800
1981-03-05,0.08895085006952286,0.08938054120547162,0.08895085006952286,0.08938054120547162,5376000
1981-03-06,0.08809149265289307,0.08895086937397181,0.08809149265289307,0.08895086937397181,11603200
1981-03-09,0.0812164843082428,0.08164616979846182,0.0812164843082428,0.08164616979846182,15321600
1981-03-10,0.07734851539134979,0.0777782008703655,0.07734851539134979,0.0777782008703655,28380800
1981-03-11,0.07434068620204926,0.07520006280623336,0.07434068620204926,0.07520006280623336,29859200
1981-03-12,0.07734851539134979,0.0777782008703655,0.07734851539134979,0.07734851539134979,59248000
1981-03-13,0.0764891654253006,0.07691885105447088,0.0764891654253006,0.07691885105447088,231302400
1981-03-16,0.07949774712324142,0.08035712401667403,0.07949774712324142,0.07949774712324142,37228800
1981-03-17,0.08336491882801056,0.08422429550035418,0.08336491882801056,0.08336491882801056,43747200
1981-03-18,0.08852118998765945,0.08938056676801193,0.08852118998765945,0.08852118998765945,36937600
1981-03-19,0.08766180276870728,0.08809148823905462,0.08766180276870728,0.08809148823905462,37811200
1981-03-20,0.08852118998765945,0.08938056676801193,0.08852118998765945,0.08852118998765945,14604800
1981-03-23,0.09195945411920547,0.09281883078936452,0.09195945411920547,0.09195945411920547,22019200
1981-03-24,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09195946465181216,28156800
1981-03-25,0.08981025218963623,0.09067040350797964,0.08981025218963623,0.09067040350797964,7056000
1981-03-26,0.08809149265289307,0.08852118388209501,0.08809149265289307,0.08852118388209501,12275200
1981-03-27,0.08508370816707611,0.0855133938163626,0.08508370816707611,0.0855133938163626,12252800
1981-03-30,0.08508370816707611,0.08594308520297632,0.08508370816707611,0.08508370816707611,9900800
1981-03-31,0.08422432839870453,0.08508370540672416,0.08422432839870453,0.08508370540672416,15993600
1981-04-01,0.08336491882801056,0.08379461003284477,0.08336491882801056,0.08379461003284477,34070400
1981-04-02,0.09067041426897049,0.0911000998410022,0.09067041426897049,0.09067041426897049,31404800
1981-04-03,0.09110009670257568,0.09152978799713062,0.09110009670257568,0.09110009670257568,16486400
1981-04-06,0.08938056230545044,0.08981024780551072,0.08938056230545044,0.08981024780551072,22803200
1981-04-07,0.08852118998765945,0.08895087550917292,0.08852118998765945,0.08895087550917292,10684800
1981-04-08,0.09281885623931885,0.09367823314511001,0.09281885623931885,0.09281885623931885,21952000
1981-04-09,0.09453760087490082,0.09496729215475293,0.09453760087490082,0.09453760087490082,12499200
1981-04-10,0.0958266630768776,0.09625634859294722,0.0958266630768776,0.0958266630768776,33465600
1981-04-13,0.0958266630768776,0.09625634859294722,0.0958266630768776,0.0958266630768776,16060800
1981-04-14,0.0958266630768776,0.09625634859294722,0.0958266630768776,0.0958266630768776,6652800
1981-04-15,0.09110009670257568,0.09152978799713062,0.09110009670257568,0.09152978799713062,34048000
1981-04-16,0.08594304323196411,0.08637272867141008,0.08594304323196411,0.08637272867141008,23878400
1981-04-20,0.08852118998765945,0.08895087550917292,0.08852118998765945,0.08852118998765945,35347200
1981-04-21,0.09453760087490082,0.09496729215475293,0.09453760087490082,0.09453760087490082,28537600
1981-04-22,0.09797508269548416,0.0984047738636367,0.09797508269548416,0.09797508269548416,18995200
1981-04-23,0.10055327415466309,0.10098296561083225,0.10055327415466309,0.10055327415466309,58016000
1981-04-24,0.09969386458396912,0.10055323569294074,0.09969386458396912,0.10055323569294074,35056000
1981-04-27,0.09883446991443634,0.09926416115370361,0.09883446991443634,0.09926416115370361,38528000
1981-04-28,0.09711573272943497,0.09754542404081062,0.09711573272943497,0.09754542404081062,32188800
1981-04-29,0.0958266630768776,0.09625634859294722,0.0958266630768776,0.09625634859294722,13641600
1981-04-30,0.09754540026187897,0.09840478267513608,0.09754540026187897,0.09754540026187897,12611200
1981-05-01,0.09754540026187897,0.09840478267513608,0.09754540026187897,0.09754540026187897,16553600
1981-05-04,0.09711573272943497,0.09754542404081062,0.09711573272943497,0.09754542404081062,14448000
1981-05-05,0.09668606519699097,0.09711574508839525,0.09668606519699097,0.09711574508839525,17539200
1981-05-06,0.09410791844129562,0.09453760399801688,0.09410791844129562,0.09453760399801688,18950400
1981-05-07,0.0953969806432724,0.09582667193639398,0.0953969806432724,0.0953969806432724,9363200
1981-05-08,0.096256323158741,0.09668601429859702,0.096256323158741,0.096256323158741,7907200
1981-05-11,0.09410791844129562,0.09453760399801688,0.09410791844129562,0.09453760399801688,11939200
1981-05-12,0.09410791844129562,0.0953969808487854,0.09410791844129562,0.09410791844129562,4256000
1981-05-13,0.09367819130420685,0.09496725895580105,0.09367819130420685,0.09410788243384619,4905600
1981-05-14,0.09238915890455246,0.0932485357010436,0.09238915890455246,0.0932485357010436,4928000
1981-05-15,0.09453760087490082,0.09582666897713132,0.09453760087490082,0.09453760087490082,4905600
1981-05-18,0.096256323158741,0.09711569396380515,0.096256323158741,0.096256323158741,4166400
1981-05-19,0.09453760087490082,0.09496729215475293,0.09453760087490082,0.09496729215475293,25424000
1981-05-20,0.09754540026187897,0.09840478267513608,0.09754540026187897,0.09754540026187897,13283200
1981-05-21,0.10313212126493454,0.10356181247547663,0.10313212126493455,0.10313212126493455,32211200
1981-05-22,0.10785869508981705,0.10871807755020468,0.10785869508981705,0.10785869508981705,31427200
1981-05-26,0.10742900520563126,0.10785868492066363,0.10742900520563127,0.10785868492066363,85344000
1981-05-27,0.11344460397958755,0.11387429504812804,0.11344460397958755,0.11344460397958755,149497600
1981-05-28,0.11344460397958755,0.11387429504812804,0.11344460397958755,0.11344460397958755,73987200
1981-05-29,0.11387435346841812,0.11430481355907662,0.11387435346841812,0.11387435346841812,59382400
1981-06-01,0.11387435346841812,0.11430481355907662,0.11387435346841812,0.11387435346841812,51251200
1981-06-02,0.10828842967748642,0.10871812107972387,0.10828842967748642,0.10871812107972387,40432000
1981-06-03,0.10828842967748642,0.10914780100730641,0.10828842967748642,0.10828842967748642,39446400
1981-06-04,0.11043688654899597,0.11086656652067985,0.11043688654899597,0.11043688654899597,56067200
1981-06-05,0.10871808230876923,0.10914776208311971,0.10871808230876923,0.10914776208311971,57680000
1981-06-08,0.10485092550516129,0.10528061692418571,0.10485092550516129,0.10528061692418571,93497600
1981-06-09,0.10699929296970367,0.1074289840748671,0.10699929296970367,0.10699929296970367,119593600
1981-06-10,0.10828842967748642,0.10957749240954386,0.10828842967748642,0.10828842967748642,25222400
1981-06-11,0.11301487684249878,0.11344456777390396,0.11301487684249877,0.11301487684249877,38976000
1981-06-12,0.11172585934400558,0.11215555044394408,0.11172585934400558,0.11215555044394408,25804800
1981-06-15,0.11129620671272278,0.11172589796118067,0.11129620671272278,0.11172589796118067,143763200
1981-06-16,0.109147809445858,0.10957750088131621,0.109147809445858,0.10957750088131621,37251200
1981-06-17,0.10742900520563126,0.10785868492066363,0.10742900520563127,0.10785868492066363,27574400
1981-06-18,0.10699929296970367,0.10785866370538355,0.10699929296970367,0.1074289840748671,23049600
1981-06-19,0.10399153083562851,0.10442121068369956,0.10399153083562851,0.10442121068369956,27507200
1981-06-22,0.10012353211641312,0.10055321183160972,0.10012353211641312,0.10055321183160972,10841600
1981-06-23,0.10184229165315628,0.10270243141250059,0.10184229165315628,0.10184229165315628,15030400
1981-06-24,0.09926415234804153,0.10012353475034079,0.09926415234804153,0.10012353475034079,23027200
1981-06-25,0.10141261667013168,0.10184230795513692,0.10141261667013168,0.10141261667013168,24259200
1981-06-26,0.10012353211641312,0.10098290302145556,0.10012353211641312,0.10098290302145556,23788800
1981-06-29,0.09668606519699097,0.09754543645445347,0.09668606519699097,0.09754543645445347,10595200
1981-06-30,0.08938056230545044,0.08981024780551072,0.08938056230545044,0.08981024780551072,35907200
1981-07-01,0.08852118998765945,0.08895087550917292,0.08852118998765945,0.08895087550917292,170464000
1981-07-02,0.08852118998765945,0.08895087550917292,0.08852118998765945,0.08852118998765945,30284800
1981-07-06,0.08551336079835892,0.08637273750244077,0.08551336079835892,0.08637273750244077,16531200
1981-07-07,0.0863727405667305,0.0872321173013009,0.0863727405667305,0.0863727405667305,15836800
1981-07-08,0.08981025218963623,0.09024071224961855,0.08981025218963623,0.08981025218963623,16620800
1981-07-09,0.08293524384498596,0.08336492936681524,0.08293524384498596,0.08336492936681524,32883200
1981-07-10,0.0764891654253006,0.07691885105447088,0.0764891654253006,0.07691885105447088,55171200
1981-07-13,0.07820864766836166,0.07863833881207008,0.07820864766836166,0.07820864766836166,45740800
1981-07-14,0.08164619654417038,0.08250557354344874,0.08164619654417038,0.08164619654417038,19779200
1981-07-15,0.08379463106393814,0.08422431663929165,0.08379463106393814,0.08379463106393814,10953600
